12,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,,1.0,1.0,2.0,4.0,4.0,,4.0,,3.0,,1.0,1.0,1.0,4.0,1.0,,,,4.0,,1.0,2.0,2.0,3.0,5.0,2.0,5.0,3.0,5.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0
13,,2.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,,,1.0,,3.0,3.0,,1.0,,1.0,,1.0,1.0,2.0,1.0,4.0,1.0,3.0,5.0,3.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0
14,,1.0,,3.0,4.0,1.0,4.0,2.0,,,1.0,,2.0,3.0,2.0,1.0,3.0,2.0,2.0,,1.0,2.0,2.0,,1.0,,,,3.0,2.0,,,2.0,3.0,2.0,3.0,3.0,2.0,5.0,5.0,9.0,5.0,0.0,0.0,0.0
15,,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,3.0,3.0,3.0,1.0,,2.0,1.0,2.0,2.0,2.0,,1.0,,,5.0,3.0,4.0,2.0,,3.0,3.0,3.0,2.0,1.0,3.0,5.0,1.0,4.0,,5.0,0.0,0.0,0.0
16,,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,,,2.0,4.0,4.0,4.0,1.0,,2.0,2.0,,,3.0,1.0,2.0,,3.0,3.0,3.0,4.0,2.0,1.0,,,4.0,4.0,4.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0
17,1.0,2.0,,2.0,1.0,1.0,4.0,2.0,,2.0,2.0,,2.0,2.0,,,,,1.0,1.0,,2.0,2.0,,4.0,,,3.0,5.0,2.0,3.0,,5.0,5.0,2.0,4.0,5.0,5.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0
18,1.0,2.0,,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,4.0,4.0,3.0,,,1.0,2.0,1.0,2.0,,,,5.0,1.0,,2.0,4.0,,2.0,,4.0,2.0,1.0,4.0,1.0,4.0,4.0,5.0,9.0,3.0,0.0,0.0,0.0
19,2.0,2.0,,3.0,4.0,2.0,2.0,,,2.0,2.0,,,1.0,3.0,1.0,1.0,,,2.0,,2.0,2.0,,1.0,,,1.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,9.0,5.0,0.0,0.0,0.0
20,2.0,2.0,,2.0,4.0,4.0,2.0,1.0,,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,5.0,5.0,3.0,5.0,5.0,1.0,2.0,5.0,,,5.0,4.0,,,,4.0,0.0,0.0,0.0
21,,2.0,,3.0,4.0,4.0,3.0,,,2.0,2.0,,2.0,2.0,,4.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,,4.0,,1.0,,2.0,,4.0,2.0,5.0,5.0,1.0,4.0,3.0,2.0,2.0,,8.0,,0.0,0.0,0.0
22,2.0,1.0,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,2.0,2.0,3.0,,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,3.0,2.0,4.0,3.0,4.0,,3.0,4.0,1.0,5.0,5.0,5.0,5.0,3.0,1.0,,0.0,0.0,0.0
23,,1.0,,1.0,2.0,3.0,3.0,2.0,1.0,2.0,,,3.0,3.0,,,,3.0,1.0,2.0,2.0,2.0,5.0,1.0,5.0,,5.0,1.0,5.0,2.0,5.0,,4.0,4.0,,2.0,1.0,3.0,2.0,1.0,9.0,3.0,0.0,0.0,0.0
24,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,,2.0,1.0,2.0,,1.0,1.0,2.0,2.0,,2.0,,5.0,,2.0,,2.0,2.0,,5.0,4.0,1.0,3.0,3.0,,4.0,,4.0,1.0,3.0,9.0,3.0,0.0,0.0,0.0
25,,2.0,1.0,2.0,3.0,4.0,2.0,1.0,,2.0,2.0,2.0,,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,4.0,,4.0,3.0,2.0,4.0,5.0,3.0,1.0,1.0,1.0,2.0,4.0,,2.0,4.0,5.0,2.0,0.0,0.0,0.0
26,1.0,1.0,,3.0,2.0,1.0,2.0,1.0,,2.0,1.0,1.0,,2.0,4.0,,1.0,1.0,,2.0,1.0,1.0,2.0,1.0,2.0,,5.0,4.0,5.0,3.0,2.0,1.0,,5.0,1.0,2.0,1.0,,1.0,,3.0,4.0,0.0,0.0,0.0
27,2.0,2.0,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,,3.0,,1.0,,2.0,2.0,2.0,,2.0,,1.0,3.0,4.0,4.0,3.0,1.0,3.0,,4.0,3.0,2.0,1.0,2.0,5.0,5.0,1.0,0.0,0.0,0.0
28,1.0,1.0,,4.0,2.0,1.0,3.0,1.0,,2.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,,,1.0,,1.0,1.0,,3.0,2.0,2.0,3.0,,2.0,5.0,1.0,4.0,,2.0,,1.0,5.0,4.0,,0.0,0.0,0.0
29,1.0,2.0,,2.0,2.0,3.0,1.0,1.0,,,1.0,,,,,,,,2.0,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,3.0,2.0,1.0,1.0,3.0,5.0,5.0,4.0,2.0,1.0,4.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0
30,1.0,1.0,1.0,3.0,1.0,2.0,2.0,,,1.0,1.0,1.0,2.0,,2.0,4.0,,2.0,,1.0,2.0,1.0,,,,1.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,,4.0,,5.0,6.0,3.0,0.0,0.0,0.0
31,,1.0,1.0,3.0,4.0,2.0,4.0,2.0,1.0,,2.0,1.0,3.0,2.0,4.0,,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,,3.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,,8.0,1.0,0.0,0.0,0.0
32,2.0,1.0,,1.0,3.0,4.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,3.0,4.0,,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,,,2.0,3.0,2.0,5.0,,,4.0,2.0,4.0,,4.0,1.0,3.0,5.0,5.0,0.0,0.0,0.0
33,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,,3.0,,4.0,,3.0,1.0,,2.0,2.0,0.0,0.0,0.0
34,1.0,2.0,,3.0,3.0,4.0,1.0,,,2.0,,1.0,4.0,4.0,,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,4.0,,3.0,5.0,,4.0,4.0,1.0,5.0,5.0,,,5.0,5.0,3.0,3.0,6.0,5.0,0.0,0.0,0.0
35,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,,1.0,,1.0,,,,1.0,2.0,,,,2.0,2.0,3.0,,5.0,1.0,3.0,,,2.0,5.0,3.0,4.0,2.0,4.0,,1.0,4.0,,4.0,4.0,5.0,0.0,0.0,0.0
36,1.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,,,2.0,1.0,2.0,4.0,4.0,4.0,,1.0,,,2.0,2.0,4.0,,,,3.0,1.0,,5.0,1.0,1.0,5.0,4.0,,5.0,3.0,,2.0,2.0,7.0,1.0,0.0,0.0,0.0
37,,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,,1.0,4.0,,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,5.0,4.0,1.0,,3.0,2.0,3.0,2.0,1.0,2.0,5.0,4.0,,7.0,1.0,0.0,0.0,0.0
38,,1.0,,1.0,2.0,1.0,3.0,1.0,,1.0,2.0,2.0,3.0,2.0,,1.0,1.0,1.0,,2.0,,,3.0,,3.0,1.0,3.0,2.0,5.0,,1.0,2.0,5.0,1.0,2.0,2.0,4.0,5.0,2.0,3.0,7.0,1.0,0.0,0.0,0.0
39,1.0,2.0,,2.0,1.0,2.0,3.0,1.0,,1.0,1.0,2.0,,2.0,4.0,,,1.0,1.0,,,1.0,5.0,1.0,5.0,1.0,4.0,2.0,3.0,,3.0,,5.0,2.0,,2.0,3.0,1.0,3.0,4.0,,1.0,0.0,0.0,0.0
40,1.0,1.0,1.0,2.0,2.0,3.0,2.0,,,1.0,2.0,,4.0,,4.0,1.0,1.0,1.0,,,2.0,1.0,,1.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,,2.0,3.0,4.0,1.0,1.0,3.0,3.0,5.0,2.0,4.0,0.0,0.0,0.0
41,1.0,1.0,,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,,,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,,2.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,5.0,9.0,3.0,0.0,0.0,0.0
42,,1.0,1.0,1.0,1.0,3.0,3.0,2.0,,,2.0,,2.0,,4.0,4.0,,1.0,1.0,1.0,1.0,,,,3.0,1.0,,5.0,5.0,4.0,4.0,,1.0,4.0,4.0,3.0,5.0,4.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0
43,2.0,2.0,,4.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,,2.0,1.0,4.0,1.0,1.0,,,,,1.0,2.0,,4.0,,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,,2.0,1.0,2.0,1.0,1.0,9.0,5.0,0.0,0.0,0.0
44,,1.0,,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,,2.0,,1.0,4.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,4.0,1.0,,4.0,2.0,3.0,,1.0,3.0,0.0,0.0,0.0
45,1.0,2.0,,4.0,2.0,4.0,3.0,2.0,1.0,,1.0,,1.0,4.0,4.0,,,1.0,1.0,,1.0,2.0,4.0,,5.0,,4.0,5.0,1.0,5.0,4.0,3.0,1.0,2.0,,5.0,3.0,1.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0
46,2.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,,,,1.0,,1.0,1.0,,2.0,2.0,,3.0,,5.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,5.0,3.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0
47,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,,1.0,1.0,3.0,,5.0,2.0,5.0,,3.0,5.0,,5.0,5.0,2.0,1.0,2.0,4.0,,0.0,0.0,0.0
48,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,1.0,,,2.0,1.0,2.0,2.0,4.0,,1.0,2.0,2.0,,,3.0,,2.0,,1.0,2.0,5.0,2.0,1.0,3.0,1.0,3.0,,2.0,3.0,5.0,4.0,4.0,8.0,1.0,0.0,0.0,0.0
49,,1.0,1.0,4.0,1.0,4.0,2.0,,,2.0,,,2.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,,5.0,1.0,5.0,1.0,3.0,2.0,5.0,2.0,,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,0.0
50,1.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,1.0,,,2.0,3.0,,2.0,4.0,,3.0,2.0,,,2.0,1.0,1.0,5.0,,1.0,1.0,,,1.0,,,1.0,4.0,5.0,5.0,2.0,2.0,5.0,7.0,3.0,0.0,0.0,0.0
51,1.0,2.0,,4.0,4.0,2.0,4.0,,1.0,,,1.0,4.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,,4.0,,1.0,,3.0,4.0,4.0,3.0,,2.0,1.0,,5.0,4.0,1.0,1.0,8.0,5.0,0.0,0.0,0.0
52,1.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,,,5.0,1.0,,,1.0,,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,5.0,,,7.0,1.0,0.0,0.0,0.0
53,2.0,2.0,1.0,3.0,1.0,1.0,4.0,,1.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,,,2.0,,,1.0,4.0,,2.0,,1.0,3.0,3.0,1.0,2.0,,1.0,5.0,,,,1.0,3.0,1.0,,,0.0,0.0,0.0
54,1.0,2.0,1.0,3.0,1.0,2.0,1.0,,1.0,2.0,2.0,,4.0,4.0,3.0,4.0,3.0,2.0,1.0,,1.0,,5.0,,3.0,1.0,,,1.0,4.0,3.0,,,2.0,2.0,,4.0,2.0,,4.0,9.0,1.0,0.0,0.0,0.0
55,1.0,2.0,,1.0,2.0,3.0,3.0,2.0,,2.0,,,4.0,1.0,2.0,,1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,,4.0,2.0,1.0,1.0,3.0,,3.0,4.0,,5.0,1.0,5.0,4.0,1.0,2.0,,0.0,0.0,0.0
56,1.0,1.0,1.0,3.0,4.0,2.0,1.0,,1.0,1.0,,1.0,2.0,1.0,3.0,,,2.0,1.0,2.0,,2.0,3.0,1.0,1.0,,1.0,3.0,3.0,,,2.0,4.0,3.0,,5.0,3.0,3.0,5.0,3.0,4.0,5.0,0.0,0.0,0.0
57,,1.0,,4.0,4.0,2.0,3.0,2.0,1.0,,2.0,1.0,,1.0,3.0,,2.0,3.0,,2.0,,1.0,3.0,,2.0,,4.0,4.0,3.0,1.0,1.0,2.0,,2.0,,1.0,4.0,3.0,5.0,2.0,,3.0,0.0,0.0,0.0
58,1.0,2.0,,3.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,,,,4.0,4.0,1.0,2.0,2.0,,,1.0,1.0,,5.0,,,2.0,3.0,3.0,5.0,,,2.0,,4.0,1.0,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0
59,1.0,2.0,1.0,3.0,4.0,4.0,3.0,,1.0,1.0,2.0,,4.0,1.0,,1.0,3.0,2.0,,2.0,,,2.0,1.0,1.0,1.0,,4.0,5.0,,3.0,3.0,,1.0,,2.0,,1.0,5.0,4.0,2.0,3.0,0.0,0.0,0.0
60,2.0,2.0,,2.0,1.0,4.0,3.0,1.0,,,1.0,,3.0,,3.0,1.0,,3.0,1.0,2.0,,,,,2.0,,3.0,1.0,5.0,2.0,2.0,,4.0,,,4.0,1.0,2.0,1.0,,1.0,,0.0,0.0,0.0
61,1.0,1.0,,3.0,3.0,2.0,4.0,2.0,1.0,,1.0,2.0,3.0,4.0,,4.0,2.0,,2.0,2.0,1.0,2.0,4.0,1.0,2.0,,4.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,,1.0,3.0,0.0,0.0,0.0
62,,1.0,,3.0,4.0,1.0,3.0,2.0,,1.0,1.0,1.0,1.0,4.0,2.0,4.0,,2.0,2.0,1.0,,1.0,5.0,1.0,,1.0,4.0,5.0,5.0,1.0,4.0,2.0,1.0,2.0,4.0,,2.0,3.0,,1.0,6.0,2.0,0.0,0.0,0.0
63,2.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,,,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,,1.0,2.0,1.0,,,,5.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,,,5.0,4.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0
64,,2.0,1.0,1.0,3.0,4.0,4.0,2.0,1.0,,1.0,,4.0,,2.0,4.0,,,,1.0,1.0,2.0,1.0,1.0,,,1.0,,1.0,4.0,2.0,2.0,5.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0
65,1.0,2.0,1.0,4.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,4.0,2.0,,2.0,2.0,1.0,2.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,5.0,4.0,2.0,5.0,1.0,,5.0,7.0,5.0,0.0,0.0,0.0
66,2.0,2.0,,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,,1.0,,,,3.0,3.0,,1.0,,1.0,,,4.0,1.0,,3.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,,1.0,2.0,5.0,4.0,8.0,3.0,0.0,0.0,0.0
67,1.0,2.0,,4.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,,,2.0,1.0,,3.0,1.0,1.0,1.0,,,,2.0,,3.0,3.0,2.0,,4.0,1.0,,2.0,2.0,1.0,5.0,2.0,4.0,2.0,8.0,,0.0,0.0,0.0
68,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,1.0,,1.0,,1.0,2.0,,,,1.0,,1.0,2.0,4.0,,2.0,,2.0,1.0,3.0,3.0,5.0,1.0,,4.0,2.0,4.0,,2.0,5.0,4.0,,5.0,0.0,0.0,0.0
69,,1.0,1.0,3.0,2.0,4.0,3.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,,2.0,1.0,2.0,2.0,4.0,1.0,4.0,1.0,5.0,5.0,,1.0,5.0,,5.0,5.0,2.0,1.0,3.0,,1.0,4.0,1.0,2.0,0.0,0.0,0.0
70,2.0,1.0,,2.0,3.0,4.0,3.0,1.0,,1.0,2.0,,1.0,4.0,3.0,,2.0,2.0,1.0,,2.0,2.0,4.0,,2.0,,,1.0,2.0,1.0,,,4.0,2.0,1.0,2.0,,3.0,2.0,3.0,1.0,5.0,0.0,0.0,0.0
71,,1.0,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,,,2.0,2.0,2.0,,2.0,,2.0,,3.0,4.0,5.0,5.0,,1.0,3.0,5.0,2.0,1.0,,2.0,1.0,,5.0,,0.0,0.0,0.0
72,2.0,2.0,,1.0,4.0,3.0,3.0,,1.0,2.0,1.0,1.0,4.0,2.0,3.0,,1.0,,,1.0,1.0,2.0,3.0,,,,,5.0,,,3.0,2.0,3.0,5.0,2.0,4.0,5.0,4.0,5.0,3.0,5.0,2.0,0.0,0.0,0.0
73,2.0,2.0,,1.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,,2.0,2.0,,1.0,,2.0,,5.0,3.0,5.0,,3.0,1.0,1.0,3.0,,1.0,3.0,2.0,5.0,1.0,4.0,4.0,0.0,0.0,0.0
74,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,,1.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,,2.0,5.0,,1.0,1.0,3.0,1.0,4.0,3.0,1.0,3.0,1.0,2.0,,5.0,,3.0,1.0,,9.0,2.0,0.0,0.0,0.0
75,1.0,2.0,,4.0,3.0,2.0,2.0,2.0,1.0,,2.0,1.0,,3.0,2.0,1.0,3.0,,,1.0,,,3.0,1.0,5.0,,1.0,3.0,5.0,1.0,2.0,,,1.0,,5.0,3.0,,,2.0,8.0,4.0,0.0,0.0,0.0
76,,1.0,,1.0,1.0,2.0,4.0,,,,,1.0,4.0,2.0,4.0,1.0,3.0,,,1.0,2.0,,5.0,,2.0,1.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,5.0,2.0,,,4.0,,2.0,0.0,0.0,0.0
77,2.0,2.0,,3.0,3.0,3.0,4.0,,,,2.0,1.0,4.0,3.0,3.0,1.0,3.0,2.0,,2.0,,2.0,2.0,1.0,2.0,,5.0,2.0,1.0,1.0,4.0,,3.0,2.0,1.0,5.0,4.0,4.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0
78,1.0,1.0,,2.0,1.0,3.0,2.0,1.0,1.0,,,2.0,3.0,,,,3.0,,,2.0,,,3.0,,2.0,,5.0,,,2.0,5.0,3.0,,3.0,1.0,5.0,1.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0
79,,2.0,1.0,4.0,3.0,4.0,3.0,1.0,,1.0,1.0,2.0,4.0,1.0,3.0,,,2.0,2.0,1.0,2.0,,4.0,,4.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,,,4.0,4.0,,,1.0,1.0,0.0,0.0,0.0
80,2.0,1.0,,1.0,2.0,4.0,2.0,1.0,,2.0,1.0,,,,,1.0,,1.0,,,2.0,,3.0,1.0,1.0,,5.0,3.0,4.0,4.0,4.0,,5.0,,,1.0,2.0,2.0,4.0,3.0,,4.0,0.0,0.0,0.0
81,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,2.0,,3.0,4.0,,2.0,1.0,1.0,2.0,,2.0,5.0,1.0,2.0,1.0,1.0,,5.0,3.0,2.0,,,3.0,,2.0,5.0,1.0,5.0,,6.0,5.0,0.0,0.0,0.0
82,,1.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,,1.0,1.0,,3.0,4.0,4.0,2.0,1.0,1.0,,1.0,2.0,3.0,,3.0,1.0,1.0,,3.0,2.0,2.0,2.0,,,,3.0,1.0,,3.0,,3.0,2.0,0.0,0.0,0.0
83,1.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,,3.0,2.0,2.0,2.0,1.0,,4.0,1.0,1.0,1.0,,3.0,4.0,,,3.0,,5.0,4.0,,4.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0
84,,1.0,,4.0,2.0,3.0,3.0,2.0,,2.0,1.0,,4.0,3.0,2.0,4.0,3.0,1.0,2.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,3.0,2.0,3.0,5.0,2.0,4.0,,,2.0,0.0,0.0,0.0
85,,2.0,,2.0,4.0,2.0,3.0,2.0,1.0,2.0,,2.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,,2.0,,4.0,,5.0,,2.0,,3.0,1.0,2.0,2.0,5.0,4.0,,,1.0,,3.0,,7.0,3.0,0.0,0.0,0.0
86,2.0,1.0,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,3.0,,2.0,2.0,2.0,,,,4.0,,3.0,3.0,4.0,3.0,5.0,2.0,1.0,2.0,4.0,3.0,,1.0,1.0,,7.0,5.0,0.0,0.0,0.0
87,2.0,1.0,,2.0,3.0,1.0,1.0,2.0,,1.0,1.0,2.0,3.0,1.0,,1.0,,,1.0,1.0,,1.0,,,3.0,,2.0,1.0,1.0,2.0,3.0,3.0,4.0,,4.0,2.0,5.0,4.0,5.0,3.0,7.0,5.0,0.0,0.0,0.0
88,,2.0,,2.0,4.0,1.0,2.0,2.0,,1.0,1.0,,,,2.0,4.0,,,2.0,,2.0,2.0,2.0,,5.0,,1.0,4.0,1.0,,1.0,,5.0,,4.0,,5.0,4.0,,4.0,,,0.0,0.0,0.0
89,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,,1.0,,3.0,3.0,4.0,2.0,2.0,1.0,,,1.0,,1.0,5.0,,,2.0,1.0,3.0,,1.0,2.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0
