random_diss,qsampled_diss,m2_diss,m3_diss,random_resp,qsampled_resp,m2_resp,m3_resp,run
0.4713149245399475,0.36368803493777424,0.38221481446311145,0.5582820445365874,2,1,1,2,0
0.47348134711011336,0.3640606722200138,0.378770061077876,0.5545937284087786,3,3,2,5,0
0.477357816009335,0.36145275150869793,0.3773952971564626,0.5472390698685542,4,4,4,4,0
0.4801335443715052,0.3660167705382156,0.38141264276517123,0.5476018528511013,4,3,1,4,0
0.48527434424891475,0.3613794608841153,0.38120803744363935,0.5408779855522796,1,2,1,4,0
0.4852556285577104,0.35976325377694895,0.37714904153620055,0.5372782002989988,4,1,4,4,0
0.4833916866457577,0.3601192952736469,0.3776505044864873,0.536131748526778,1,1,1,4,0
0.4840193379909838,0.3540218063862914,0.37589879845298985,0.5331924759631366,2,4,3,5,0
0.48037943860606996,0.35348347245694856,0.3767784820841488,0.535760281231992,5,1,1,2,0
0.47742158191559453,0.3479155317750694,0.38175673174517893,0.5388772377878882,4,2,4,4,0
0.4713598467345306,0.35012650496899983,0.3824718831069993,0.541132996833407,1,1,3,3,0
0.45743199132214707,0.34857846786194424,0.37375426635123665,0.5352210231243305,5,1,4,4,0
0.4570194924735935,0.3484662122930015,0.3698338427616694,0.534825475686038,2,1,4,3,0
0.4574148534815795,0.3481104976325996,0.37155428142970237,0.5316042209030413,2,2,3,2,0
0.4527425674572135,0.34959039604396014,0.36248650997464826,0.5341328579373761,3,1,1,3,0
0.4576718402419196,0.3540184782077107,0.36005192518714046,0.5296697094332635,2,1,3,3,0
0.45275712896545944,0.3503505837598673,0.3616294844121111,0.5311471553480417,2,3,2,2,0
0.4554621607970166,0.34811214064304574,0.35884001016378936,0.5296766046804839,2,1,4,5,0
0.4574784259817742,0.34912415451346906,0.363214798086105,0.5302530498809519,3,2,2,5,0
0.4546115868152375,0.35007460735757673,0.3634471490688032,0.5292515044908391,5,1,4,4,0
0.4498173416689351,0.3454927596271227,0.35972412893204697,0.5301355900478999,3,2,1,4,0
0.44829392885226205,0.34447339704715196,0.35770142582166403,0.5318478431086107,5,4,1,3,0
0.44701157820914555,0.3422168161163427,0.35691064256598615,0.5301654022417696,1,1,2,2,0
0.444613349530207,0.3391738385642058,0.355325752321691,0.5293323577886447,4,1,1,5,0
0.44398289668092494,0.3385228115455005,0.35531753919789044,0.5286971818732972,2,2,5,4,0
0.44755559968935926,0.3367234389409756,0.35720625716152216,0.526567923279414,2,2,3,4,0
0.44543748345564077,0.33467788579445634,0.355852334139543,0.5251605627768362,5,1,3,3,0
0.44631409582279136,0.3349059846955257,0.35034730937597514,0.5269578474394992,2,1,2,5,0
0.444199957303292,0.3319690083607663,0.3512714212993742,0.5294295196932007,3,2,2,5,0
0.4452648313367084,0.3299066355572497,0.3529150913691367,0.5275127442057285,2,1,2,2,0
0.4515460041723388,0.32504457863813635,0.34967820357880586,0.526257467578235,2,1,4,5,0
0.4497040509375185,0.32288203926321096,0.35261086176283385,0.5267311201874207,5,1,3,5,0
0.447357780103351,0.3218384928944257,0.3510802416910289,0.5260267907525022,3,1,4,5,0
0.44217836386917025,0.3258010815464368,0.35605769854722646,0.5253583881240749,3,4,1,3,0
0.44400726899933723,0.32966805083191475,0.3597757638893127,0.5288293681164741,3,3,2,5,0
0.4429800113350351,0.32936175990396,0.3613596958546117,0.5245460316910401,1,4,3,3,0
0.44029680271499705,0.32609119283770577,0.3544223328739229,0.5206613307833329,2,3,3,4,0
0.4372055228377993,0.3237058551958679,0.3546329470288954,0.5174244772821642,4,1,4,3,0
0.43903293702244317,0.32074784882056107,0.3507308939157771,0.5153146352318047,2,4,3,4,0
0.44128399479400765,0.3170086452387828,0.34959247570045043,0.513891647673337,1,2,1,2,0
0.4386569593728502,0.3186543018685467,0.3479707554338407,0.5092147452285077,3,4,2,2,0
0.4412407461378166,0.32191047517388893,0.34884636316748996,0.5116486116843644,1,3,4,5,0
0.43921487150879024,0.32307969169593914,0.3470314933590488,0.5135180424839538,2,1,2,4,0
0.44121751307722906,0.32573333235021446,0.34649727867787616,0.5068840408916607,1,1,4,5,0
0.4407212721202611,0.32265061913280946,0.34736965596681585,0.507247096720209,1,2,5,5,0
0.4407023958044286,0.32462129107015264,0.34858764875028914,0.5062442743105329,5,3,4,5,0
0.43832979959103835,0.327692105946084,0.3454683829978689,0.5056850497824278,5,3,3,3,0
0.4381862260621629,0.32908571001988174,0.3446813096677958,0.5057940919711261,1,2,3,5,0
0.4380983672636065,0.3263961648100665,0.3444703685276037,0.5072132781239305,4,1,3,4,0
0.4360312679310451,0.3253122626482175,0.34312362244968925,0.5064249543945251,4,1,3,4,0
0.4392619096282423,0.3235293253333017,0.34475122122693,0.5057016678078547,3,1,3,4,0
0.43619842526105274,0.3224297613006706,0.3422414934800446,0.5047509507036292,4,1,4,3,0
0.43337579400724247,0.319979448533299,0.34054504394977086,0.49987070749805107,2,3,2,4,0
0.43090520484660544,0.3211056506853453,0.34111839317331577,0.4985174908538229,3,1,4,3,0
0.4293169690814721,0.32252621928807657,0.34059079697441025,0.49952984231992625,3,2,2,5,0
0.428547317909606,0.3257542902005845,0.33773093043022073,0.5001321211600981,3,1,2,4,0
0.4296155009384288,0.3270848600927095,0.33689081950749683,0.498511761123884,1,1,4,3,0
0.42820173987202703,0.32502395488902214,0.3347682445781074,0.49741557168132206,3,1,4,4,0
0.4266237866575297,0.32269230786238146,0.33219537816282774,0.4905142923997144,4,3,4,4,0
0.4276655125365803,0.32101764727864274,0.33151684800810205,0.48705439698317005,2,2,3,3,0
0.4235221236040525,0.32049310555387495,0.3283536884601834,0.48500668226044563,4,1,3,4,0
0.4248279139660317,0.31735782892063075,0.3286744580789531,0.4827745955918833,4,1,1,4,0
0.42103124563651356,0.3161111287422394,0.32814836319765006,0.4814198464623636,2,1,1,4,0
0.42216346387778475,0.31816349545197853,0.3284689235635582,0.48413097547605743,3,3,4,5,0
0.4241678209899168,0.3192860620542097,0.32603154147703894,0.48619721492676016,3,1,4,5,0
0.4200544483429064,0.3145370851821325,0.3211062206960711,0.48442963598530725,2,4,4,5,0
0.4184718667053868,0.3123487500902891,0.3190066613528985,0.48094044321229845,3,4,4,5,0
0.4191888387996614,0.31111984099509604,0.3210385264340086,0.48189633618110617,3,1,2,2,0
0.4151271068894474,0.3121822588446977,0.32215904428831654,0.48091125651405964,1,1,3,3,0
0.41283131618850083,0.31144196671951735,0.31918913220049155,0.48180111515691515,2,3,2,4,0
0.412128760208606,0.30838088294561383,0.3179809884271236,0.4786719405461201,4,1,3,5,0
0.41062886244996877,0.3052306505903082,0.31350345440557814,0.4712790597507488,2,3,3,4,0
0.40653122193003444,0.30424524207682674,0.31342400821982896,0.47051441123175075,1,2,2,4,0
0.40511130614038576,0.3061286949666856,0.3138413295155905,0.470265322293192,1,1,3,1,0
0.4026501026710474,0.305416913992089,0.3114889209908322,0.46699246024176,3,2,5,1,0
0.40199782418066277,0.305143519125623,0.3120528738456878,0.46404937816897873,3,4,5,4,0
0.4026662164473098,0.2998322134169144,0.3100854275113244,0.4628498895939429,1,5,3,5,0
0.40193251673738417,0.3020552376962152,0.31053439546384215,0.4604413890985054,2,4,3,5,0
0.40295062109205587,0.29999362162852866,0.30766987499319826,0.45924050076697354,4,1,2,3,0
0.40387966734729897,0.30144145548925694,0.3075317067670315,0.4572925050107009,3,1,5,3,0
0.40742910608571764,0.3022715555354687,0.3066832542610507,0.456925790790629,3,1,5,5,0
0.40679168931879706,0.30350187971779136,0.306119247675864,0.4560110871789372,4,5,4,5,0
0.40535689201925973,0.30210649310630827,0.30636846503187987,0.45075774077061503,2,5,5,5,0
0.0,0.8854961832061069,0.0,0.9694656488549618,1,4,5,5,1
0.0,0.44274809160305345,0.0,0.9672230968010218,4,1,4,4,1
0.0,0.29516539440203565,0.2643171806167401,0.9693381585134565,2,2,2,5,1
0.24632352941176472,0.25,0.40973218555714963,0.779643828997228,3,1,3,4,1
0.3970588235294118,0.4,0.3277857484457197,0.8237150631977823,3,3,2,4,1
0.33088235294117646,0.3333333333333333,0.2731547903714331,0.655680429353313,1,2,4,2,1
0.4264705882352941,0.2857142857142857,0.23413267746122837,0.8473767034208523,2,1,3,3,1
0.541766415868673,0.25,0.24930411252087847,0.827436100363225,4,4,2,5,1
0.5562140220826952,0.2905288616813481,0.2963073558263405,0.843703663885613,1,2,5,5,1
0.5952592865410924,0.27480930884654664,0.36134328691037315,0.8539999641637183,1,4,2,4,1
0.5942759123017095,0.23784491519300396,0.32849389719124833,0.7514533703920208,3,2,3,3,1
0.5447529196099005,0.21802450559358696,0.38445273909197764,0.7721655895260189,4,2,4,2,1
0.5797719257937543,0.203284371255684,0.43088129393842617,0.7896913134086329,5,1,4,5,1
0.5422701102503036,0.24322112192175646,0.4623813470066559,0.7818110112374609,3,4,3,3,1
0.5681195782615386,0.22633445217744663,0.43155592387287883,0.7938220727479169,4,1,2,4,1
0.5326121046201924,0.21218854891635622,0.4575350675197128,0.7754581932011724,4,4,5,5,1
0.5012890859304362,0.2858063028107068,0.43062124001855323,0.7821305870651555,3,3,4,5,1
0.5235207567344153,0.26992817487677867,0.45315857021451733,0.791538224652069,5,1,5,5,1
0.547545980064183,0.30835300777800084,0.48088706651901647,0.8025098970388023,1,1,5,2,1
0.5701686810609738,0.2965067859605294,0.5055448638529139,0.812384402186862,1,4,1,5,1
0.5853740932213191,0.28195873779862496,0.48143823484632264,0.7712445014623707,3,1,1,5,1
0.6042207253476227,0.31336753283292557,0.45035112956574574,0.7833842441495226,3,1,5,4,1
0.6214287879216416,0.34363048953038183,0.45810025690236783,0.797684119967771,2,3,1,5,1
0.636916705104136,0.34253973746799443,0.48824648480594696,0.8080654322586982,1,4,4,4,1
0.6288086959794349,0.33118517418348814,0.4687875556704985,0.8002624241798105,1,4,4,1,1
0.6428065777951646,0.35467916692670964,0.45075726506778696,0.7694831001728948,4,1,3,4,1
0.6397507343014487,0.362245628266028,0.45481221687473633,0.7790841070512771,3,1,3,4,1
0.6473686552425206,0.384996410301245,0.4742824956156668,0.8107120471570969,1,1,4,3,1
0.6595283567858818,0.3717131753062181,0.49241068542202315,0.816978999662867,5,3,5,4,1
0.6699557868244671,0.3593227361293442,0.5090240619670677,0.8175241441185491,5,4,3,4,1
0.6640017329578413,0.35771841648368385,0.492603930935872,0.816549173375861,2,1,3,3,1
0.6679017422832908,0.3875582413479704,0.5226625966260603,0.7908963141015851,4,2,3,5,1
0.6972198496534774,0.40597353045052287,0.50607424117429,0.8135251739050372,3,1,2,3,1
0.7010105061151161,0.423444897201978,0.5150310593928715,0.7810579823751853,3,2,2,3,1
0.7025607404380138,0.4399179001390644,0.5004359422137903,0.7873250315717395,3,1,3,5,1
0.6981705062940937,0.4276898855836527,0.47833432640150114,0.7857925896901602,3,3,4,3,1
0.6793010331510102,0.41613069948679715,0.4708117770392984,0.7852076803308647,1,1,3,2,1
0.6853387756001333,0.4052675574315179,0.4703879500044199,0.7908592645348588,4,4,1,2,1
0.6934070121232069,0.3948760815999405,0.48396774615815275,0.7962218474955035,2,4,3,2,1
0.700458457385095,0.39800417955994194,0.49665697286877386,0.801312472252319,4,1,4,4,1
0.687115164732937,0.41079966414674945,0.48916275254011937,0.8044007369816539,2,5,1,5,1
0.6499832606124639,0.4011708246757178,0.4771515542811945,0.7852616449396653,2,2,3,4,1
0.6546740359807535,0.4093413362621931,0.44833797755200794,0.7670768879626968,1,3,2,3,1
0.6494845980373981,0.40933917890481286,0.44361985373651386,0.7480764487723555,4,2,3,4,1
0.6379469415746122,0.4285024335777504,0.4552371245621582,0.7267765134065982,4,3,3,5,1
0.631813807585391,0.41928460510093263,0.4512198563911661,0.7221707971517118,1,1,2,5,1
0.6390905575242609,0.4039271142595953,0.4515043942699136,0.7030533843450115,4,3,2,4,1
0.6435598040070004,0.3954587708042969,0.44177232647462744,0.7092400350338841,1,4,4,4,1
0.6304260689966233,0.38738818364502553,0.43275685464705843,0.715166857686199,4,4,3,3,1
0.637817547616691,0.39924504796125576,0.4441069977266733,0.7150028536066486,3,4,4,4,1
0.6112343803461133,0.37649730224484984,0.44832551855393715,0.7204880572969484,1,1,2,4,1
0.6029701110083703,0.3884877387401412,0.45893804159234125,0.7184135295145573,3,2,4,4,1
0.6083283795629593,0.3809646425603243,0.4672167248743975,0.7031344236408776,2,3,2,4,1
0.6155579100876225,0.3924282602906888,0.46637541533831384,0.7197849482055788,3,1,1,3,1
0.6214847792038534,0.3852932010126762,0.4749977537293561,0.7203491025404055,1,1,2,4,1
0.6185340270459115,0.3959326897250242,0.47384171383717405,0.7060755468293763,4,1,4,4,1
0.621435001205775,0.38883090960160255,0.47990527488625745,0.7003660512984821,2,2,5,5,1
0.6102601519155149,0.39781953359772604,0.47017045076710456,0.6924250893489267,2,3,5,4,1
0.6158477520484333,0.4080012442201258,0.4626812812379142,0.6966224187908117,4,5,2,5,1
0.6199039713025899,0.41944984834560994,0.471612683518854,0.6934481449270528,4,5,3,5,1
0.6188331009653072,0.4151373945359232,0.47546352522034935,0.6922576593765055,2,4,4,2,1
0.6220539523884345,0.42431455162926823,0.479403087092394,0.6897911264656165,1,1,1,4,1
0.6297420588626597,0.43312454611773565,0.4872196861550661,0.7065538575319327,1,1,1,4,1
0.6222021695351887,0.4188506728827903,0.4715623043688141,0.6910984431825218,2,2,2,4,1
0.6201251529702937,0.4255799024427175,0.47179205465863006,0.6891878348472933,2,3,4,4,1
0.6251643546187631,0.417897198909886,0.4880839817678844,0.686071645572661,2,1,4,2,1
0.6376725287606624,0.42376493021780104,0.49752790402086855,0.6919920164451627,1,1,2,2,1
0.6322577562931856,0.4187387482268636,0.4941742229984855,0.6903871820964348,2,3,5,5,1
0.6203597571075389,0.4127491339710041,0.4729574515829458,0.6774571431698659,4,4,2,5,1
0.610999437691068,0.41756700348570397,0.46941520227461786,0.6778561494866685,1,4,1,4,1
0.6112113132801252,0.4064936411285934,0.4768882275946937,0.6853468684256531,2,2,5,5,1
0.5883007817696411,0.39423571106588856,0.4817687220917699,0.695715389248,4,1,3,5,1
0.5984047168890201,0.37431867175387806,0.4661424422794962,0.6828700902448593,1,5,4,5,1
0.6036348519477718,0.3822157995912237,0.4730533168648925,0.6871681679261867,2,5,4,2,1
0.6079096617900038,0.38195562305720243,0.46527304599575925,0.6693688425124517,5,1,3,5,1
0.605948650295935,0.4011287541073195,0.4636610264397308,0.6636594283844708,4,5,2,5,1
0.5990231196504787,0.39032147562640324,0.4457424607978588,0.6547144955128429,4,3,4,5,1
0.5977834298452438,0.3969937654896969,0.4510711918171145,0.6591412327498578,2,1,2,4,1
0.59159930390328,0.4007313713482079,0.46190450000333527,0.659320559365826,1,2,4,3,1
0.5805126829418767,0.3832201563655601,0.44207105439372063,0.6590675413854242,2,4,4,4,1
0.58298296739638,0.3928978527501262,0.44659735358376207,0.6625197991720249,4,4,2,3,1
0.5859505913092398,0.39189991506552924,0.44779779638401995,0.6588362774249625,4,2,3,5,1
0.5790438079125448,0.3871054481007474,0.4435560363768271,0.6562912087997524,2,2,2,5,1
0.5805359884996812,0.395319838634433,0.44499496920394227,0.6653379876348849,1,1,1,4,1
0.5812022320637252,0.38853274285682227,0.4485469845312827,0.6728246896990995,4,4,3,4,1
0.5747749584842216,0.38746172720707156,0.44175496988831786,0.6732640155739404,3,2,5,5,1
0.5710138999255538,0.3717463455512502,0.4367239870350389,0.6701284939516478,2,3,5,4,1
0.5731214829060597,0.3747615757610966,0.4428544432061647,0.6708591408124804,3,1,4,5,1
0.5778887930940746,0.3809149887527646,0.43015533686730584,0.671509071449655,3,5,2,5,1
0.5801186794674179,0.37198504603621796,0.42234849917525613,0.6687372673055664,2,2,3,3,1
0.5681958268553624,0.38106463983408256,0.4094561331844127,0.6711285046577256,2,4,3,4,1
0.5610445685870734,0.3757022652112095,0.4153449675944376,0.6744326220480983,3,1,3,4,1
0.5444459293025153,0.37929874021451176,0.41387649204361754,0.6692654214428738,2,2,2,4,1
0.541752675951235,0.371370370880871,0.40448686098901676,0.6561786135115789,1,4,4,2,1
