"('diss', 0)","('diss', 10)","('diss', 20)","('diss', 30)","('diss', 40)","('diss', 50)","('diss', 60)","('diss', 70)","('diss', 80)","('diss', 90)","('diss', 100)","('diss', 110)","('diss', 120)","('diss', 130)","('diss', 140)","('diss', 150)","('diss', 160)","('diss', 170)","('diss', 180)","('diss', 190)","('diss', 200)","('diss', 210)",group
0.0,0.17096336499321574,0.3179197311786779,0.40246796807984553,0.4529092424562406,0.433785475964213,0.4177922606071964,0.47857508072716864,0.43017562324387765,0.389288864786874,0.36032614917022904,0.3314492876657883,0.33421852320363915,0.3307800343837213,0.3140964485342888,0.3067783961261915,0.2970633608366973,0.30997287644144433,0.3025934356317398,0.30274322465471426,0.29369455805174294,0.28903644533563766,qsampled
0.0,0.39948822303361226,0.3897411092991346,0.4178224168926826,0.441326220120457,0.4518002890122501,0.415321793834732,0.44037873308015035,0.38541693495376694,0.37289186267303037,0.36303321983721615,0.3470205189360059,0.33770530407543853,0.33374225981479194,0.29326333849453035,0.2970178318223828,0.28519510030869033,0.2828934957476465,0.280674624402415,0.27917895365152484,0.2770466313722327,0.2672046875153372,qsampled
0.0,0.3118858117936354,0.38452413261290336,0.3793121697891275,0.41468328300105195,0.4200937522397054,0.41125628973547884,0.40136915789099115,0.4002238463629675,0.38190162553959434,0.3780172494368252,0.380452295687491,0.37327743593360124,0.36962154664933383,0.3599703773148095,0.3617939127329643,0.3501188323584884,0.34914445445353604,0.3460776872602113,0.34055654239071853,0.33384593492377446,0.329514836275706,qsampled
0.8854961832061069,0.17996519042659284,0.3546937392792846,0.38821902301975114,0.4255515759961212,0.3796002144058517,0.4368592955345243,0.4281029101012291,0.43757869995503945,0.4201811598296324,0.4178273058504461,0.3664501487363235,0.3481155920092054,0.36100708782701,0.3442436532380354,0.35339245899852584,0.33890503426096064,0.34607577359838815,0.33409882165160576,0.3324000959028528,0.3189567872400986,0.31549566011630836,qsampled
0.0,0.3098302158659369,0.3910105453229328,0.3598487597692988,0.3462712668849719,0.3732961438469802,0.3710145597846558,0.3549597361992806,0.38570614138868714,0.36319341479460193,0.3432358189923597,0.3169760184628536,0.33134957344086147,0.3435490241008181,0.3311276108853093,0.3248723922802889,0.3276868389417917,0.3207444401835804,0.3115111534364385,0.29842927581597234,0.3001097192383033,0.29392481996681386,qsampled
0.0,0.30713847112878045,0.2743973126700052,0.3199986360080438,0.3864633649979502,0.41956122164964915,0.44007562449479576,0.42198600461259944,0.39985062976405394,0.3928698179227673,0.3684968285609406,0.3472140437262278,0.33893598852048096,0.34194560386317957,0.34850949501848555,0.33474620268946426,0.3363395893431712,0.3256312919613797,0.31613052613399356,0.3050668499923742,0.29847474370381216,0.2962111214971365,qsampled
0.0,0.32325375562187925,0.3043257634022803,0.27208687890533007,0.2641595195739338,0.23288355429556612,0.3000843595024986,0.37161976847856726,0.36289322482425523,0.3479998076919794,0.30004779467555104,0.2896201340058365,0.3146955201827512,0.3124441063658535,0.31922656585639836,0.31892746133996824,0.31349450459815764,0.3015225878667944,0.30463147831765397,0.3143086239737732,0.31263947774149353,0.30472585079426495,qsampled
0.0,0.07272727272727274,0.13262283693318175,0.15337866826672905,0.30584528863328614,0.3514118616600654,0.34790080919693034,0.3422069785828891,0.32108072015494826,0.32767544954610894,0.3008709932547496,0.2974018936760311,0.2777730928918183,0.29316091404530426,0.2894185527738539,0.2912636400703921,0.2946813540232517,0.2954866281387689,0.29337453115655304,0.2912242647123522,0.2858494904130494,0.28980017463159097,qsampled
0.0,0.2840861528504549,0.2894546148564897,0.41758993234531916,0.40474532124498486,0.3679473387260084,0.37072218004820867,0.3621771966226668,0.3487163506431141,0.36483201489942774,0.36031011892075054,0.3381865952908959,0.339309463952938,0.35040128396604175,0.3216588955794707,0.31682440494737324,0.32308007668498184,0.3061011477210728,0.305739848990919,0.31589848667742243,0.3041280978573541,0.3033636696141219,qsampled
0.0,0.09090909090909091,0.2146438611145561,0.2209450856854824,0.31383426221561495,0.27881734812827075,0.29333504459580745,0.30843216742293705,0.2964869052243276,0.30416260079650864,0.323194437264966,0.2875798142829087,0.29605469740168894,0.30914423206784625,0.3096824692713737,0.3065729926575656,0.30114460339225496,0.29600193533796676,0.29826293802996784,0.301580479240207,0.2946114774809138,0.28734228205880175,qsampled
0.0,0.2545454545454545,0.35896048585713897,0.48859008432170425,0.5377497509668943,0.5362238513128225,0.5544917098860477,0.5499452043903529,0.5063206606499898,0.5163168456099595,0.4565072074452111,0.41453116756621844,0.4065284296409483,0.4103805038558127,0.4141823519529379,0.39987720687113326,0.39454367091020404,0.37741664317580786,0.37168322831615624,0.37256254163520824,0.362525496148635,0.3497924543988083,m2
0.0,0.15472370766488416,0.2899574468118005,0.3518467681588983,0.4380031662951063,0.4186896546055751,0.4456280988772662,0.41043802438465526,0.38826136358916363,0.35805681396750355,0.3475043441185983,0.3204276451878122,0.30825426242886106,0.3229155945093591,0.3159432366125396,0.3012609798694624,0.30976652289996365,0.30008584224410473,0.2919601340348101,0.2886605764863932,0.2933008271757558,0.29374886158956115,m2
0.0,0.22835329368245116,0.21017575487078388,0.38425021415867333,0.44332484652450416,0.4545359663811351,0.44756776891619204,0.4352346605663639,0.4245378661978568,0.40379814644621276,0.3800058819326151,0.35339283851763786,0.3372731698999306,0.3403700229010423,0.3306945538242834,0.32872232955521463,0.32618419316408415,0.31431701148601354,0.30729584117203934,0.30647238888197237,0.3017851553495251,0.2884409674387339,m2
0.0,0.4248707846866335,0.39468634259586566,0.5035617224858573,0.5291333863547804,0.45529220707412904,0.48866864720736614,0.4792592659087723,0.4689205228175312,0.45496648125827666,0.3933779492820841,0.3684045112229033,0.35825540956924484,0.36767335628012326,0.36565897319951346,0.346782723385211,0.3551730250239157,0.34763597759140996,0.33583402168396714,0.3419238061220601,0.33749708067699813,0.32770338140910393,m2
0.0,0.5987494331566705,0.4237905586800285,0.5202860698686187,0.5688480283404412,0.5180078572639262,0.5280713697372373,0.48344065077735726,0.4772057144711903,0.431817331836606,0.4040838944850236,0.3782411906803627,0.37083886493018275,0.3525485111772228,0.35330077240963115,0.34382885039071076,0.3451650836896886,0.33272256207232165,0.32647360261009645,0.32169174688427976,0.3147474019226596,0.30813874457014884,m2
0.0,0.37362124717419615,0.4631649171182036,0.574551280524261,0.518633828286256,0.5371240215815651,0.5354391424027046,0.5181727031258825,0.5102393117662215,0.4790211456820709,0.4370134670443108,0.39318705123915165,0.3659690999456142,0.3774163937146796,0.37683782972890506,0.36713725694937105,0.3713625465798261,0.3642374314208242,0.3529464673922667,0.3430844734225948,0.3462884122418503,0.3385713916580934,m2
0.0,0.26335906038096063,0.4616693127597509,0.4420502857599914,0.5244322264678076,0.5007130416636894,0.5207236015312143,0.515467952946036,0.5196465827874699,0.4915769269214724,0.4666350541510644,0.4432831784933883,0.4258399715604372,0.41745488468633357,0.40523362715069444,0.40093645491440044,0.4182873793551169,0.3926832116720087,0.3768375848042674,0.370002822072681,0.3541776667324013,0.35661537393857484,m2
0.8854961832061069,0.5375417020007291,0.4153215563420599,0.461719539224437,0.4941267676544752,0.4886173490894999,0.5078755956619938,0.49174645134966166,0.489777068281245,0.4846503492341959,0.434882193621279,0.39245008112476354,0.3943843089841641,0.39181895459620886,0.3892379808252081,0.3664218119275602,0.3751315322353261,0.363201198520101,0.3558220616059499,0.35538776072946293,0.3424815738133756,0.3307407666782954,m2
0.8854961832061069,0.2235070983992666,0.3211134800783829,0.4893941011029888,0.515625885596271,0.4750978668119735,0.5097163324885166,0.4804912883780218,0.40882796263712,0.3996728179326416,0.3783198717310798,0.34727325045728663,0.3245552347146613,0.330082989928204,0.3253186197625214,0.29345854678349986,0.30108445252249727,0.2884812757087266,0.291761799705766,0.28861157954478234,0.28376449953116356,0.2788439591903607,m2
0.8854961832061069,0.45282101509777034,0.5450404177645826,0.5699906411324207,0.556736615350698,0.5127708092864038,0.5230052005086168,0.5283788882911453,0.48831367336912224,0.4777766681903948,0.4499215768032461,0.42455319503901645,0.42331494788384955,0.42261897279664257,0.42952652802135666,0.4150698586721316,0.40560659289159684,0.38676247836483113,0.37274425195311023,0.3673180505136768,0.3624674258446902,0.3497878832117282,m2
0.0,0.36437114450653935,0.4043335020843757,0.4322915000372122,0.438847956859387,0.4425879299139306,0.47426647106266556,0.4634646391979873,0.45329412200906416,0.4422396135333932,0.3850902621404745,0.35302530444363095,0.3609019742704433,0.33987234120760706,0.3408005041163189,0.33441196639111387,0.342596876823386,0.33902747369806746,0.3334494313521706,0.34530446871770965,0.34304697208525875,0.3309591105978692,m2
0.0,0.5431528627712671,0.4971398372975569,0.553227470145101,0.542121593319454,0.5235861770906635,0.5042317406356015,0.48913667653617615,0.4525135233174258,0.4547509708926656,0.42353156124769015,0.4076366657024521,0.39480976891209263,0.39320701878044667,0.3939420267935476,0.37427003372879586,0.37491812405353026,0.36371255758514476,0.3562933355280557,0.35051095291225415,0.3464989597657011,0.33334611150820836,m2
0.0,0.30957683665594415,0.4182126052060784,0.5171757242262774,0.5798215491406288,0.5391679771125045,0.5340451965155355,0.5013515809270516,0.47710644664942914,0.4451148849741117,0.4224445858421849,0.39879338528042413,0.35691368704320264,0.3596266417889011,0.3430629609424305,0.3404068313036558,0.3426317025973969,0.3195686173906112,0.32201389052268603,0.315976000493532,0.30357881478422816,0.29332441006848026,m2
0.0,0.45633752383422926,0.5044748528329529,0.4696529743959243,0.5160527495657777,0.4881152258796857,0.48702554947676757,0.525162086611325,0.4611147767753042,0.43634085495985925,0.4168921524940871,0.37288383939344244,0.3691841384211062,0.3759740568375155,0.3578545222159568,0.3332256709046704,0.34292521792939606,0.3338829466692036,0.32094383743600685,0.3179028743430029,0.3030622528835554,0.306034496474193,m2
0.8854961832061069,0.4045760370446522,0.42797107746679247,0.5000914048185277,0.4586837462634951,0.431040449162103,0.4662564873852747,0.441432365294963,0.4438801431055211,0.39432628138992054,0.3719509469939031,0.3392772681643421,0.32303776117460403,0.32117850808858167,0.31925115718729774,0.3091815228535886,0.32587067877473486,0.31882148113459347,0.30607861282357324,0.3160629292276263,0.31933002099025903,0.30071851129022936,m2
0.0,0.26131771215005545,0.4680028818190282,0.470354806183633,0.5367987899168222,0.5207448020359285,0.5201013493626143,0.5112823762487924,0.4927586654970169,0.46797045240474827,0.41745246467581393,0.3897241828399858,0.3938244495264986,0.3901909351681774,0.3873667196087102,0.377944630609233,0.38262020223487064,0.37230509130403383,0.35899261397599613,0.3637056581829367,0.35672858952768405,0.34863157096379327,m2
0.0,0.08967260518932708,0.32473496308282895,0.4209702971103148,0.4092569740866046,0.4309042624603878,0.4411424854079947,0.4042937299693394,0.3738068979270958,0.377268915491621,0.3826777208431586,0.3534211639733249,0.33301817625837926,0.3360937420023664,0.34481968650817113,0.3381308332107073,0.3371365903234728,0.3231569975073154,0.32244166213294434,0.3236669281602366,0.30802374739504934,0.30162372082073174,m2
0.0,0.49603353015038965,0.5556083343542417,0.5777507623927909,0.5531798151422453,0.5253635323704884,0.5156294382679133,0.5459842907822829,0.5320633812187642,0.48575795169112224,0.45237174564844884,0.39658353529715046,0.375680845638886,0.38049813296855484,0.3806998615492121,0.3561335040046862,0.3556250222367205,0.34774880353768184,0.3433620958482745,0.3469978125135815,0.33532219508588984,0.32980990599280957,m2
0.0,0.4359153414254445,0.473043022266509,0.4704204872505064,0.44738432705469006,0.43258502281891986,0.44529720029272324,0.4304434216933937,0.3966675051168571,0.3797186580202333,0.3484851496659484,0.3263035963260287,0.3589536617699305,0.3685382166231049,0.37127747378180204,0.3447942998427153,0.33919129725628117,0.3338080122819193,0.33254327155657126,0.3311436455832473,0.3227765322096355,0.31807836045787696,m2
0.0,0.3210918966812222,0.3761646637374503,0.4875453464013256,0.5311293680681687,0.4837066977930667,0.5196861156288117,0.5112081227581186,0.47801532528259116,0.43946742751428064,0.4159170400705736,0.3742819006262879,0.38601201173302135,0.37585547155773946,0.37789786347290505,0.35723989312509136,0.3552190094260864,0.3436124671838135,0.3399812544305913,0.33935188588194787,0.3336667282611961,0.32654066612859656,m2
