Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
659b8be9c606f0ff4590e69e,6533f4cc7687a1235b1be6fe,APPROVED,2024-01-08T05:45:13.564000Z,2024-01-08T05:47:30.999000Z,2024-01-08T07:03:45.325000Z,2024-01-08T05:47:31.400421Z,138.0,CLK2WKL4,157,24,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
659b8c1e8cc5e67b30a05c4b,6303c4fcbc7cb717214995ab,APPROVED,2024-01-08T05:46:14.037000Z,2024-01-08T05:47:42.995000Z,2024-01-08T07:03:31.870000Z,2024-01-08T05:47:43.430319Z,89.0,CLK2WKL4,91,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
659b8c298288a8907a2c9f19,5a560883f6c517000194b665,APPROVED,2024-01-08T05:46:22.634000Z,2024-01-08T05:50:23.862000Z,2024-01-08T07:03:13.982000Z,2024-01-08T05:50:24.338976Z,242.0,CLK2WKL4,1911,49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8c2b5c81457c876ef990,5c5560482207e7000113aaf4,APPROVED,2024-01-08T05:46:26.035000Z,2024-01-08T05:50:34.821000Z,2024-01-08T07:03:04.287000Z,2024-01-08T05:50:35.220320Z,249.0,CLK2WKL4,1755,74,Female,White,United States,United Kingdom,United States,English,No,DATA_EXPIRED
659b8c2f1796191df4831ef5,63f9c81dc81ca7c373e0a7c0,APPROVED,2024-01-08T05:46:28.840000Z,2024-01-08T05:49:25.206000Z,2024-01-08T07:03:20.540000Z,2024-01-08T05:49:25.672288Z,177.0,CLK2WKL4,618,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8c48cecc69fbfd09a683,611c06063189628b4b4fdd6f,APPROVED,2024-01-08T05:46:53.710000Z,2024-01-08T05:48:44.652000Z,2024-01-08T07:03:21.048000Z,2024-01-08T05:48:45.075457Z,111.0,CLK2WKL4,1054,62,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
659b8c5ae2c02e0a69e52949,57b53ad8a18afd00013e0565,APPROVED,2024-01-08T05:47:06.543000Z,2024-01-08T05:50:14.246000Z,2024-01-08T07:03:55.938000Z,2024-01-08T05:50:14.665167Z,188.0,CLK2WKL4,2590,48,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8c80eb90eb6be81a4656,6352c88ef47410641e3556d7,APPROVED,2024-01-08T05:47:47.334000Z,2024-01-08T05:49:52.628000Z,2024-01-08T07:03:06.913000Z,2024-01-08T05:49:53.042861Z,126.0,CLK2WKL4,471,27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8c81fe88c311aee00ada,6520cf246fe60f36e19ec9d6,APPROVED,2024-01-08T05:47:49.291000Z,2024-01-08T05:51:06.816000Z,2024-01-08T07:03:15.181000Z,2024-01-08T05:51:07.254688Z,198.0,CLK2WKL4,158,38,Male,Other,United Kingdom,United Kingdom,United Kingdom,Turkish,No,Part-Time
659b8c8df1a902105cb5383c,6347c42aae670afaf618bb62,APPROVED,2024-01-08T05:48:06.685000Z,2024-01-08T05:50:48.790000Z,2024-01-08T07:03:07.450000Z,2024-01-08T05:50:49.358840Z,163.0,CLK2WKL4,760,60,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8ca1e2c02e0a69e5294e,644940c6c6b71b43c2f0d552,APPROVED,2024-01-08T05:48:17.451000Z,2024-01-08T05:53:50.363000Z,2024-01-08T07:03:15.755000Z,2024-01-08T05:53:50.727016Z,333.0,CLK2WKL4,463,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
659b8caf1011e100416999c1,60e97cc8cfc0ba33080d90fe,APPROVED,2024-01-08T05:48:35.780000Z,2024-01-08T05:50:42.960000Z,2024-01-08T07:03:08.226000Z,2024-01-08T05:50:43.460414Z,128.0,CLK2WKL4,1208,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8cc1eb90eb6be81a465b,5ca9bc7978958e0016c5008b,APPROVED,2024-01-08T05:48:54.287000Z,2024-01-08T05:50:39.370000Z,2024-01-08T07:03:32.675000Z,2024-01-08T05:50:39.716720Z,106.0,CLK2WKL4,1941,47,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
659b8d059a272fc8ff0e2fa4,5f0c7fb61fa6930c50a6a29b,APPROVED,2024-01-08T05:52:59.454000Z,2024-01-08T05:55:46.085000Z,2024-01-08T07:03:17.416000Z,2024-01-08T05:55:46.506489Z,167.0,CLK2WKL4,1758,57,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8d0be537f65acbd343d7,5e9fd8c26fae5918240e617e,APPROVED,2024-01-08T05:50:03.464000Z,2024-01-08T05:52:46.576000Z,2024-01-08T07:03:08.802000Z,2024-01-08T05:52:47.026140Z,164.0,CLK2WKL4,1590,82,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
659b8d2ddf6ff0aa7078f9c1,65633a5eba9e145a221ef462,APPROVED,2024-01-08T05:50:37.559000Z,2024-01-08T05:56:44.555000Z,2024-01-08T07:03:16.337000Z,2024-01-08T05:56:45.025342Z,367.0,CLK2WKL4,61,26,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
659b8d65eb90eb6be81a4665,5aa087cd6475f90001a02c9c,APPROVED,2024-01-08T05:51:37.650000Z,2024-01-08T05:53:40.017000Z,2024-01-08T07:03:09.456000Z,2024-01-08T05:53:40.513482Z,123.0,CLK2WKL4,458,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
659b8d8b650c0347580dc419,5f8f436e4676a71879786b95,APPROVED,2024-01-08T05:52:17.461000Z,2024-01-08T05:56:17.899000Z,2024-01-08T07:03:33.019000Z,2024-01-08T05:56:18.434705Z,241.0,CLK2WKL4,1363,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
659b8d8ecece24c525459416,65986770f62c713d2a873039,APPROVED,2024-01-08T05:52:18.224000Z,2024-01-08T05:55:24.837000Z,2024-01-08T07:03:09.995000Z,2024-01-08T05:55:25.411426Z,187.0,CLK2WKL4,8,25,Female,Black,Nigeria,United Kingdom,Nigeria,English,No,DATA_EXPIRED
659b8d91e537f65acbd343ed,5ea55df76205ad53a793bc01,APPROVED,2024-01-08T05:52:21.740000Z,2024-01-08T05:57:24.820000Z,2024-01-08T07:03:16.920000Z,2024-01-08T05:57:25.212867Z,304.0,CLK2WKL4,2445,60,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8d940eef780a15c0420e,5db5c15c6568dc000a6375ea,APPROVED,2024-01-08T05:52:48.159000Z,2024-01-08T05:56:37.837000Z,2024-01-08T07:03:10.586000Z,2024-01-08T05:56:38.287363Z,230.0,CLK2WKL4,1020,37,Female,White,Germany,United Kingdom,Germany,English,No,Full-Time
659b8daa7d56704426bfec00,63d142217463fa0625fb0c33,APPROVED,2024-01-08T05:53:09.071000Z,2024-01-08T06:13:23.237000Z,2024-01-08T07:03:18.195000Z,2024-01-08T06:13:23.899658Z,1215.0,CLK2WKL4,712,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8dab5dffc3c84fb56edd,6542e0f35b298d1d3b010212,APPROVED,2024-01-08T05:53:06.750000Z,2024-01-08T05:57:13.342000Z,2024-01-08T07:03:56.345000Z,2024-01-08T05:57:13.743550Z,247.0,CLK2WKL4,72,43,Male,Black,Nigeria,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
659b8dba1040589eac16d986,5cd1a622fa7c8b0001a48044,APPROVED,2024-01-08T05:52:58.094000Z,2024-01-08T05:56:47.543000Z,2024-01-08T07:03:22.521000Z,2024-01-08T05:56:47.975789Z,230.0,CLK2WKL4,476,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8dd6f5e647dbf11a5b79,63d11755441f430fe174fa2e,APPROVED,2024-01-08T05:53:26.366000Z,2024-01-08T05:58:49.066000Z,2024-01-08T07:03:46.259000Z,2024-01-08T05:58:49.487772Z,323.0,CLK2WKL4,433,26,Male,Black,DATA_EXPIRED,United Kingdom,DATA_EXPIRED,English,DATA_EXPIRED,DATA_EXPIRED
659b8dd89a272fc8ff0e2faa,59a02221ec2f75000124edea,APPROVED,2024-01-08T05:53:33.245000Z,2024-01-08T05:57:17.468000Z,2024-01-08T07:03:18.837000Z,2024-01-08T05:57:17.927464Z,225.0,CLK2WKL4,1133,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
659b8df0cece24c52545941d,5e18d20ae4398b19caaddaa8,APPROVED,2024-01-08T05:53:59.105000Z,2024-01-08T05:58:10.419000Z,2024-01-08T07:03:23.877000Z,2024-01-08T05:58:10.825875Z,252.0,CLK2WKL4,1345,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8e10a6b2c5c5a9112f7d,601f15c863401440ef711b68,APPROVED,2024-01-08T05:54:27.426000Z,2024-01-08T05:57:13.286000Z,2024-01-08T07:03:19.319000Z,2024-01-08T05:57:13.743065Z,166.0,CLK2WKL4,793,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8e213478a86d81456dd6,595d3afcdd044900012ce78a,APPROVED,2024-01-08T05:54:46.874000Z,2024-01-08T05:56:52.173000Z,2024-01-08T07:03:34.394000Z,2024-01-08T05:56:52.604062Z,126.0,CLK2WKL4,2685,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8e212faa4ff4b1172d46,5ec933d698740b0547386240,APPROVED,2024-01-08T05:54:45.075000Z,2024-01-08T05:56:55.800000Z,2024-01-08T07:03:24.331000Z,2024-01-08T05:56:56.217806Z,131.0,CLK2WKL4,509,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8e2d7fa14c73800c9d56,5e7a2c8990574006b633ec09,APPROVED,2024-01-08T05:55:02.615000Z,2024-01-08T05:57:46.017000Z,2024-01-08T07:03:25.204000Z,2024-01-08T05:57:46.486432Z,164.0,CLK2WKL4,849,26,Male,White,Poland,United Kingdom,Poland,Polish,No,Unemployed (and job seeking)
659b8e3d0a427599bec1db93,62d2b86ed12d650ea7268dd7,APPROVED,2024-01-08T05:55:12.799000Z,2024-01-08T05:57:54.624000Z,2024-01-08T07:04:11.181000Z,2024-01-08T05:57:55.033822Z,162.0,CLK2WKL4,920,45,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8e61dcf11b02f73a718d,63d0105d00d35a6bde8a3401,APPROVED,2024-01-08T05:55:45.169000Z,2024-01-08T06:00:06.566000Z,2024-01-08T07:03:26.050000Z,2024-01-08T06:00:08.436260Z,262.0,CLK2WKL4,459,27,Male,Black,DATA_EXPIRED,United Kingdom,DATA_EXPIRED,English,DATA_EXPIRED,DATA_EXPIRED
659b8e63c3f3ad604a890abe,58dbc2bfcd64520001be69a3,APPROVED,2024-01-08T05:55:51.386000Z,2024-01-08T05:58:06.287000Z,2024-01-08T07:03:26.574000Z,2024-01-08T05:58:06.725772Z,135.0,CLK2WKL4,400,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8e645c81457c876ef9b2,5d04f8eecdd60a000178e118,APPROVED,2024-01-08T05:55:54.466000Z,2024-01-08T05:58:19.580000Z,2024-01-08T07:03:27.064000Z,2024-01-08T05:58:20.060046Z,146.0,CLK2WKL4,860,63,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
659b8e780eef780a15c04220,655e09b56e955560173018c9,APPROVED,2024-01-08T05:56:12.026000Z,2024-01-08T05:59:09.806000Z,2024-01-08T07:03:35.680000Z,2024-01-08T05:59:10.243351Z,178.0,CLK2WKL4,56,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
659b8eaa966a4d31ded35508,5e96185ae3d45508abe19a36,APPROVED,2024-01-08T05:56:58.549000Z,2024-01-08T06:01:42.303000Z,2024-01-08T07:03:36.049000Z,2024-01-08T06:01:42.813325Z,284.0,CLK2WKL4,2342,40,Male,Other,Malaysia,United Kingdom,Malaysia,English,No,Full-Time
659b8eb9ff76317c84f90738,5f2d688caa675c013de9ac25,APPROVED,2024-01-08T05:57:29.817000Z,2024-01-08T06:00:11.934000Z,2024-01-08T07:03:46.915000Z,2024-01-08T06:00:12.353234Z,163.0,CLK2WKL4,402,20,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
659b8ed680820849a02c3091,60eb11e45f3e9cb0ae58a090,APPROVED,2024-01-08T05:57:42.740000Z,2024-01-08T06:02:02.721000Z,2024-01-08T07:03:28.521000Z,2024-01-08T06:02:03.149216Z,260.0,CLK2WKL4,1197,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
659b8ed968c318d68a1fe2ca,613b63bdf47a39cf008e8182,APPROVED,2024-01-08T05:58:57.802000Z,2024-01-08T06:02:03.560000Z,2024-01-08T07:03:37.932000Z,2024-01-08T06:02:03.978411Z,186.0,CLK2WKL4,907,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8edec3c866592ce07afc,5d68574c986129000153debb,APPROVED,2024-01-08T05:58:08.411000Z,2024-01-08T06:00:54.415000Z,2024-01-08T07:03:36.758000Z,2024-01-08T06:00:54.915382Z,167.0,CLK2WKL4,1082,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8eeef7528f33708fefee,6160c8f657e3c4094b01614a,APPROVED,2024-01-08T05:58:06.160000Z,2024-01-08T06:01:55.725000Z,2024-01-08T07:03:29.018000Z,2024-01-08T06:01:56.120818Z,230.0,CLK2WKL4,1317,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
659b8ef1966a4d31ded35510,63d3fc9de67e1179cdf0d080,APPROVED,2024-01-08T05:58:09.292000Z,2024-01-08T05:59:38.790000Z,2024-01-08T07:03:57.105000Z,2024-01-08T05:59:39.223861Z,90.0,CLK2WKL4,729,22,Male,Asian,United Kingdom,United Kingdom,Malaysia,English,No,Full-Time
659b8ef3cbf96a99332c381e,5f88236b8e322b27a9dc8da9,APPROVED,2024-01-08T05:58:17Z,2024-01-08T06:00:40.313000Z,2024-01-08T07:04:11.620000Z,2024-01-08T06:00:40.737806Z,144.0,CLK2WKL4,1493,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
659b8f15eb90eb6be81a468f,65526f2299091e4aaa5872d7,APPROVED,2024-01-08T06:03:34.829000Z,2024-01-08T06:11:27.479000Z,2024-01-08T07:04:38.856000Z,2024-01-08T06:11:27.925212Z,473.0,CLK2WKL4,113,33,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
659b8f2483e6606fcf094a14,5a00e6da120fb300019480b3,APPROVED,2024-01-08T05:59:19.243000Z,2024-01-08T06:02:15.285000Z,2024-01-08T07:03:39.257000Z,2024-01-08T06:02:15.792441Z,177.0,CLK2WKL4,929,62,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Part-Time
659b8f316200ffa1706f16c0,630be3605287a0f49b87c709,APPROVED,2024-01-08T05:59:18.175000Z,2024-01-08T06:04:34.866000Z,2024-01-08T07:03:38.793000Z,2024-01-08T06:04:35.350150Z,317.0,CLK2WKL4,911,73,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
659b8f3d72b30c6e4530730f,657883f1594f411b4eb9f302,APPROVED,2024-01-08T05:59:36.395000Z,2024-01-08T06:06:30.766000Z,2024-01-08T07:03:40.167000Z,2024-01-08T06:06:31.202657Z,415.0,CLK2WKL4,24,29,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
659b8f4268c318d68a1fe2d2,6483fffe82f1f4400ac059b0,APPROVED,2024-01-08T05:59:35.355000Z,2024-01-08T06:03:20.529000Z,2024-01-08T07:03:39.634000Z,2024-01-08T06:03:20.985410Z,226.0,CLK2WKL4,408,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8f48db248e4eefa0b146,580468b40f97120001734d22,APPROVED,2024-01-08T05:59:51.288000Z,2024-01-08T06:01:55.964000Z,2024-01-08T07:03:57.927000Z,2024-01-08T06:01:56.359071Z,125.0,CLK2WKL4,10,61,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
659b8f4983e6606fcf094a1a,5c097fbac15a020001bb0720,APPROVED,2024-01-08T05:59:43.794000Z,2024-01-08T06:02:29.258000Z,2024-01-08T07:03:47.751000Z,2024-01-08T06:02:29.718594Z,166.0,CLK2WKL4,1718,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
659b8f56df6ff0aa7078f9f0,5d812e3c613aa900188746a6,APPROVED,2024-01-08T05:59:50.521000Z,2024-01-08T06:07:50.330000Z,2024-01-08T07:03:48.173000Z,2024-01-08T06:07:50.736488Z,480.0,CLK2WKL4,1543,66,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
659b8f5a6200ffa1706f16c3,5fc95de1cdee3944d33d6eb1,APPROVED,2024-01-08T05:59:57.487000Z,2024-01-08T06:02:57.064000Z,2024-01-08T07:04:29.972000Z,2024-01-08T06:02:57.494858Z,180.0,CLK2WKL4,612,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
659b8f5dc06f2c88740235cc,58e7ae93449c1b0001fc1d31,APPROVED,2024-01-08T06:00:02.098000Z,2024-01-08T06:01:55.349000Z,2024-01-08T07:03:48.886000Z,2024-01-08T06:01:55.790161Z,114.0,CLK2WKL4,735,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8f6159d89ff7f7340214,6571a113d93e5b85fed16d81,APPROVED,2024-01-08T06:00:08.094000Z,2024-01-08T06:02:51.802000Z,2024-01-08T07:04:12.161000Z,2024-01-08T06:02:52.246640Z,164.0,CLK2WKL4,46,45,Female,Black,Nigeria,United Kingdom,United Kingdom,English,Yes,Part-Time
659b8f6d2d0a1e716be592cc,5e14f72f557425b04528df9a,APPROVED,2024-01-08T06:00:41.428000Z,2024-01-08T06:05:02.571000Z,2024-01-08T07:03:59.372000Z,2024-01-08T06:05:03.002916Z,262.0,CLK2WKL4,1382,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
659b8f73e2c02e0a69e52989,6581a0825394efabd6283a74,APPROVED,2024-01-08T06:00:25.204000Z,2024-01-08T06:03:31.791000Z,2024-01-08T07:04:30.562000Z,2024-01-08T06:03:32.207161Z,187.0,CLK2WKL4,17,63,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Part-Time
659b8f7b650c0347580dc462,65599c698363f734b0325aa2,APPROVED,2024-01-08T06:00:32.119000Z,2024-01-08T06:04:59.335000Z,2024-01-08T07:03:50.048000Z,2024-01-08T06:04:59.814014Z,268.0,CLK2WKL4,112,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
659b8f7d547f20229a914594,5eac351c63858608351866b4,APPROVED,2024-01-08T06:00:33.893000Z,2024-01-08T06:03:50.543000Z,2024-01-08T07:03:50.473000Z,2024-01-08T06:03:51.002597Z,197.0,CLK2WKL4,1792,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8f93dcf6e5a4b363851e,63e5252016e384e6734e82b6,APPROVED,2024-01-08T06:00:54.728000Z,2024-01-08T06:02:12.776000Z,2024-01-08T07:03:51.385000Z,2024-01-08T06:02:13.184408Z,79.0,CLK2WKL4,299,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
659b8f9c726069b0dd1fcc1c,59269aac7724de000109190f,APPROVED,2024-01-08T06:01:18.147000Z,2024-01-08T06:03:30.538000Z,2024-01-08T07:04:37.631000Z,2024-01-08T06:03:30.990006Z,133.0,CLK2WKL4,1665,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
659b8fa8db248e4eefa0b14e,6501b29719fd38403222e906,APPROVED,2024-01-08T06:01:15.227000Z,2024-01-08T06:03:24.160000Z,2024-01-08T07:04:01.245000Z,2024-01-08T06:03:24.583987Z,129.0,CLK2WKL4,93,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8fb4e2c02e0a69e52995,5b605332377df20001b315c4,APPROVED,2024-01-08T06:01:30.560000Z,2024-01-08T06:03:27.915000Z,2024-01-08T07:04:13.304000Z,2024-01-08T06:03:28.382586Z,118.0,CLK2WKL4,1271,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
659b8fbc1040589eac16d9b0,63ff73ed36feccbe522ca754,APPROVED,2024-01-08T06:01:37.576000Z,2024-01-08T06:04:55.239000Z,2024-01-08T07:03:52.710000Z,2024-01-08T06:04:55.695053Z,198.0,CLK2WKL4,421,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
659b8fc768c318d68a1fe2e0,63d7a046e7d314f31f410d29,APPROVED,2024-01-08T06:01:47.055000Z,2024-01-08T06:04:57.603000Z,2024-01-08T07:04:13.864000Z,2024-01-08T06:04:58.064250Z,191.0,CLK2WKL4,212,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
659b8fcc1661eb4a6cf4d210,571cd566e1d2ec0013a68b64,APPROVED,2024-01-08T06:01:52.551000Z,2024-01-08T06:03:40.043000Z,2024-01-08T07:04:02.885000Z,2024-01-08T06:03:40.504311Z,108.0,CLK2WKL4,1700,51,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
659b8fcfcbf96a99332c3830,5e0fdde8b638537085d51b6c,APPROVED,2024-01-08T06:02:02.341000Z,2024-01-08T06:10:24.705000Z,2024-01-08T07:04:31.044000Z,2024-01-08T06:10:25.175363Z,503.0,CLK2WKL4,1497,29,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
659b8fd32faa4ff4b1172d60,65327d3d28b7e4470379dea0,APPROVED,2024-01-08T06:02:29.082000Z,2024-01-08T06:07:41.247000Z,2024-01-08T07:04:05.888000Z,2024-01-08T06:07:41.701127Z,313.0,CLK2WKL4,130,60,Male,Black,Nigeria,United Kingdom,United Kingdom,English,No,Full-Time
659b8fd52c62b75bee337e27,5ded5559033565416fe02a77,APPROVED,2024-01-08T06:02:01.457000Z,2024-01-08T06:05:07.033000Z,2024-01-08T07:04:03.928000Z,2024-01-08T06:05:07.448965Z,186.0,CLK2WKL4,1686,48,Female,White,New Zealand,United Kingdom,DATA_EXPIRED,English,No,DATA_EXPIRED
659b8fd81011e10041699a0f,5fa14a247e87f72128a3ff59,APPROVED,2024-01-08T06:02:03.514000Z,2024-01-08T06:06:31.437000Z,2024-01-08T07:04:04.977000Z,2024-01-08T06:06:31.914471Z,268.0,CLK2WKL4,59,25,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
